,candidateId,market,ministry,hospital,unit,room,flexId,blockName,releaseDays,type,dow,wom1,wom2,wom3,wom4,wom5,start_time,end_time,name,start_date,end_date,state,blockDate,releaseDate,releaseStatus,autorelease,manualRelease
91,4263615-266064891,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 03,420019,"OR Raab, Gregory BH JRI",11.0,,1.0,5.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T12:30:00.000Z,2023-05-26T15:30:00.000Z,,2023-03-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
224,4263612-266064735,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 03,587003,"OR Downs, Brandon BH JRI",11.0,,1,5,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T12:00:00.000Z,,2023-03-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
27,4265779-267500383,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 04,418001,"OR Smith, Stuart BH JRI",11.0,,1,1,3.0,4.0,5.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
210,4263848-266479866,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 05,418001,"OR Smith, Stuart BH JRI",11.0,,1,1,3.0,4.0,5.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-03-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
36,4266268-267700268,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 08,557001,"OR Carpenter, William STM JRI",11.0,,1,5,-1.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
120,4266366-267702727,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 09,557001,"OR Carpenter, William STM JRI",11.0,,1,5,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T15:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
666,4277620-275655363,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 01,701009,"OR Logan, Chine STM ST OR",11.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-06-22T07:30:00.000Z,2023-06-22T16:00:00.000Z,,2023-07-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
670,4277625-275656316,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 02,701009,"OR Logan, Chine STM ST OR",11.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-06-21T08:00:00.000Z,2023-06-21T17:00:00.000Z,,2023-07-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
477,4201647-242304491,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 04,535005,OR Howell-Allen Clinic STM OR,11.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-06-21T07:30:00.000Z,2023-06-21T17:00:00.000Z,,2023-07-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
467,4231590-253009491,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 05,575001,"OR Parker, Scott BH OR",11.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2022-11-21T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
459,4213483-246858103,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 07,663019,OR Urology STM ST OR,0.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2022-08-28T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-31,False,False,False
458,4201703-242435021,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 08,112031,"OR McCord, David BH",11.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-06-21T07:30:00.000Z,2023-06-21T17:00:00.000Z,,2023-07-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
496,4201571-242298701,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 09,112031,"OR McCord, David BH",11.0,,1,1,2.0,3.0,4.0,5.0,2023-06-21T07:30:00.000Z,2023-06-21T17:00:00.000Z,,2023-07-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
524,4263902-266572587,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 10,687017,"OR Rosen DO, Marc STM ST OR",0.0,,1,1,3.0,5.0,-1.0,-1.0,2023-05-26T13:00:00.000Z,2023-05-26T15:30:00.000Z,,2023-03-24T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-31,False,False,False
525,4263864-266540268,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 12,687013,"OR Lynch, George STM ST OR",14.0,,1,1,2.0,3.0,4.0,5.0,2023-03-24T07:30:00.000Z,2023-03-24T12:00:00.000Z,,2023-03-24T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-17,False,False,False
634,4271403-272421360,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 12,687013,"OR Lynch, George STM ST OR",11.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-05-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
332,4269768-270184105,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 15,687013,"OR Lynch, George STM ST OR",14.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-04-29T07:30:00.000Z,2023-04-29T15:00:00.000Z,,2023-05-08T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-17,False,False,False
633,4271388-272169838,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 15,687013,"OR Lynch, George STM ST OR",11.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:00:00.000Z,,2023-06-05T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
356,4269796-270187047,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 16,687023,"OR Numnum MD, Thomas STM ST OR",4.0,,1,5,-1.0,-1.0,-1.0,-1.0,2023-05-26T12:00:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-27,False,False,False
367,4270421-270566084,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 16,693009,OR ROBOT ALL STM ST OR,0.0,,1,5,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-31,False,False,False
371,4269773-270184546,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 17,663009,"OR Danford MD, Jill STM OR",14.0,,1.0,5.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-17,False,False,False
437,4269979-270448852,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 18,687021,"OR Suryadevara MD, Sree STM ST OR",4.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-27,False,False,False
534,4264017-266752045,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR Hybrid,112065,OR Vascular 1 BH,4.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2023-03-25T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-27,False,False,False
159,4182512-235198736,TENNESSEE,TNNAS,1137984,MT OR,MT Cysto,179005,"OR Jackson, Chad MT",7.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2022-01-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-24,False,False,False
122,4263671-266176844,TENNESSEE,TNNAS,1137984,MT OR,MT OR 01,125005,OR MMC GEN MT,5.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-03-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-26,False,False,False
661,4277600-275421762,TENNESSEE,TNNAS,1137984,MT OR,MT OR 02,523003,"OR Keith, Lindsay MT OR",5.0,,1,2,4.0,5.0,-1.0,-1.0,2023-06-17T11:15:00.000Z,2023-06-17T17:00:00.000Z,,2023-06-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-26,False,False,False
662,4277609-275506767,TENNESSEE,TNNAS,1137984,MT OR,MT OR 02,201005,OR MSS MT,5.0,,1,5,-1.0,-1.0,-1.0,-1.0,2023-06-20T07:15:00.000Z,2023-06-20T11:15:00.000Z,,2023-06-19T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-26,False,False,False
82,4181485-234493726,TENNESSEE,TNNAS,1137984,MT OR,MT OR 03,326001,"OR Gowda, Ramesh MT",3.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2022-01-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-28,False,False,False
8,4263693-266182068,TENNESSEE,TNNAS,1137984,MT OR,MT OR 04,549009,"OR Routh, Lucas STR OR",14.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-03-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-17,False,False,False
264,4268050-268949516,TENNESSEE,TNNAS,1137984,MT OR,MT OR 05,675009,OR Cardiac STR,0.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-31,False,False,False
262,4268366-269166337,TENNESSEE,TNNAS,1137984,MT OR,MT OR 06,675009,OR Cardiac STR,0.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-31,False,False,False
116,3164750-66780633,TENNESSEE,TNNAS,1137984,MT OR,MT OR 08,125001,OR GYN 1 MT,7.0,,1,1,3.0,5.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2015-04-20T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-24,False,False,False
324,4269835-270240107,TENNESSEE,TNNAS,1137984,MT OR,MT OR 09,683009,OR ORTHO TRAUMA STR,3.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T19:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-28,False,False,False
37,4255633-262787213,TENNESSEE,TNNAS,1137984,MT OR,MT OR 10,611009,"OR Lien, George MT",7.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-02-20T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-24,False,False,False
2,4263703-266185501,TENNESSEE,TNNAS,1137984,MT OR,MT OR 11,505001,"OR West , Justin MT",14.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-17,False,False,False
88,4263708-266186517,TENNESSEE,TNNAS,1137984,MT OR,MT OR 12,505001,"OR West, Justin Swing MT",14.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-17,False,False,False
647,4273570-272827896,TENNESSEE,TNNAS,1137984,MT OR,MT OR 14,687051,OR ROBOT ALL STR,11.0,,1,4,5.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-23T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
646,4273563-272825370,TENNESSEE,TNNAS,1137984,MT OR,MT OR 15,687051,OR ROBOT ALL STR,11.0,,1,2,3.0,5.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-23T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-20,False,False,False
21,4181590-234519315,TENNESSEE,TNNAS,1137984,MT OR,MT OR 16,645009,OR Eli/Shirzadi MT,7.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2022-01-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-24,False,False,False
114,4263718-266190323,TENNESSEE,TNNAS,1137984,MT OR,MT OR 17,549009,"OR Routh, Lucas STR OR",14.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-31,2023-07-17,False,False,False
